i,n,10174,defaulted,Agriculture,Kenya,F,400,lender
i,n,10175,defaulted,Agriculture,Kenya,F,250,lender
i,n,10176,defaulted,Agriculture,Kenya,F,450,lender
i,n,10177,defaulted,Services,Kenya,F,200,lender
i,n,10178,defaulted,Agriculture,Kenya,F,450,lender
i,n,10179,defaulted,Construction,Kenya,F,1800,lender
i,n,10180,defaulted,Services,Kenya,F,300,lender
i,n,10181,defaulted,Housing,Kenya,F,300,lender
i,n,10182,defaulted,Agriculture,Kenya,F,600,lender
i,n,10183,defaulted,Agriculture,Kenya,F,875,lender
i,n,10184,defaulted,Agriculture,Kenya,F,450,lender
i,n,10185,defaulted,Agriculture,Kenya,F,300,lender
i,n,10186,defaulted,Agriculture,Kenya,F,300,lender
i,n,10187,defaulted,Agriculture,Kenya,F,300,lender
i,n,10188,defaulted,Retail,Kenya,F,300,lender
i,n,10189,defaulted,Agriculture,Kenya,F,300,lender
i,n,10190,defaulted,Arts,Kenya,F,750,lender
i,n,10191,defaulted,Arts,Kenya,F,1400,lender
i,n,10192,defaulted,Retail,Kenya,F,300,lender
i,n,10193,defaulted,Retail,Kenya,F,1400,lender
i,n,10194,defaulted,Agriculture,Kenya,F,600,lender
i,n,10195,defaulted,Agriculture,Kenya,F,1800,lender
i,n,10196,defaulted,Agriculture,Kenya,F,1700,lender
i,n,10197,defaulted,Food,Kenya,F,1800,lender
i,n,10198,defaulted,Food,Kenya,F,1600,lender
i,n,10199,defaulted,Food,Kenya,F,1500,lender
i,n,10200,defaulted,Food,Kenya,F,1800,lender
i,n,10201,defaulted,Food,Kenya,F,1200,lender
i,n,10202,defaulted,Agriculture,Kenya,F,600,lender
i,n,10203,defaulted,Agriculture,Kenya,F,600,lender
i,n,10204,defaulted,Agriculture,Kenya,F,600,lender
i,n,10205,defaulted,Agriculture,Kenya,F,875,lender
i,n,10206,defaulted,Services,Kenya,F,1200,lender
i,n,10207,defaulted,Food,Kenya,F,150,lender
i,n,10208,defaulted,Agriculture,Kenya,F,600,lender
i,n,10209,defaulted,Retail,Kenya,F,2000,lender
i,n,10210,defaulted,Clothing,Kenya,F,1000,lender
i,n,10211,defaulted,Food,Kenya,M,1500,lender
i,n,10212,defaulted,Agriculture,Kenya,F,800,lender
i,n,10213,defaulted,Agriculture,Kenya,F,1900,lender
i,n,10214,defaulted,Agriculture,Kenya,M,1800,lender
i,n,10215,defaulted,Agriculture,Kenya,F,2000,lender
i,n,10216,defaulted,Food,Kenya,F,125,lender
i,n,10217,defaulted,Food,Kenya,F,300,lender
i,n,10218,defaulted,Clothing,Kenya,F,300,lender
i,n,10219,defaulted,Services,Kenya,F,150,lender
i,n,10220,defaulted,Services,Kenya,F,150,lender
i,n,10221,defaulted,Agriculture,Kenya,F,300,lender
i,n,10222,defaulted,Agriculture,Kenya,F,300,lender
i,n,10223,defaulted,Retail,Kenya,F,300,lender
i,n,10224,defaulted,Food,Kenya,F,75,lender
i,n,10225,defaulted,Food,Kenya,F,75,lender
i,n,10226,defaulted,Food,Kenya,F,750,lender
i,n,10227,defaulted,Agriculture,Kenya,M,1900,lender
i,n,10228,defaulted,Agriculture,Kenya,F,1000,lender
i,n,10229,defaulted,Agriculture,Kenya,M,1200,lender
i,n,10230,defaulted,Retail,Kenya,F,1300,lender
i,n,10231,defaulted,Agriculture,Kenya,F,300,lender
i,n,10232,defaulted,Retail,Kenya,F,300,lender
i,n,10233,defaulted,Services,Kenya,F,300,lender
i,n,10234,defaulted,Clothing,Kenya,F,150,lender
i,n,10235,defaulted,Agriculture,Kenya,F,300,lender
i,n,10236,defaulted,Housing,Kenya,F,300,lender
i,n,10237,defaulted,Agriculture,Kenya,F,450,lender
i,n,10238,defaulted,Agriculture,Kenya,F,900,lender
i,n,10239,defaulted,Services,Kenya,F,150,lender
i,n,10240,defaulted,Agriculture,Kenya,F,150,lender
i,n,10241,defaulted,Food,Kenya,F,150,lender
i,n,10242,defaulted,Retail,Kenya,F,250,lender
i,n,10243,defaulted,Agriculture,Kenya,F,450,lender
i,n,10244,defaulted,Agriculture,Kenya,F,450,lender
i,n,10245,defaulted,Agriculture,Kenya,F,750,lender
i,n,10246,defaulted,Food,Kenya,F,150,lender
i,n,10247,defaulted,Services,Kenya,F,300,lender
i,n,10248,defaulted,Agriculture,Kenya,F,150,lender
i,n,10249,defaulted,Agriculture,Kenya,F,125,lender
i,n,10250,defaulted,Clothing,Kenya,F,150,lender
i,n,10251,defaulted,Agriculture,Kenya,F,150,lender
i,n,10252,defaulted,Retail,Kenya,F,150,lender
i,n,10253,defaulted,Agriculture,Kenya,F,150,lender
i,n,10254,defaulted,Agriculture,Kenya,F,150,lender
i,n,10255,defaulted,Agriculture,Kenya,F,800,lender
i,n,10256,defaulted,Agriculture,Kenya,M,500,lender
i,n,10257,defaulted,Agriculture,Kenya,F,450,lender
